image_path,label,class_name,filename,extension,width,height
test/invoice/87064389.tif,2,invoice,87064389.tif,.tif,799,1000
test/form/2026476008.tif,1,form,2026476008.tif,.tif,781,1000
test/specification/2057402259_2057402260.tif,5,specification,2057402259_2057402260.tif,.tif,871,1000
test/memo/2023135671.tif,4,memo,2023135671.tif,.tif,777,1000
test/specification/2031301792.tif,5,specification,2031301792.tif,.tif,777,1000
test/invoice/513261894_513261895.tif,2,invoice,513261894_513261895.tif,.tif,785,1000
test/form/2022953302.tif,1,form,2022953302.tif,.tif,777,1000
test/memo/2054922170.tif,4,memo,2054922170.tif,.tif,847,1000
test/letter/502483398+-3398.tif,3,letter,502483398+-3398.tif,.tif,754,1000
test/budget/2076138467_8470.tif,0,budget,2076138467_8470.tif,.tif,754,1000
test/form/86222049_2050.tif,1,form,86222049_2050.tif,.tif,754,1000
test/specification/2031308211.tif,5,specification,2031308211.tif,.tif,777,1000
test/memo/91393638_91393641.tif,4,memo,91393638_91393641.tif,.tif,797,1000
test/letter/0060274090.tif,3,letter,0060274090.tif,.tif,762,1000
test/form/2028823458.tif,1,form,2028823458.tif,.tif,777,1000
test/specification/0000228250.tif,5,specification,0000228250.tif,.tif,762,1000
test/memo/50470310-0310.tif,4,memo,50470310-0310.tif,.tif,754,1000
test/budget/0013040250.tif,0,budget,0013040250.tif,.tif,771,1000
test/specification/50509027-9032.tif,5,specification,50509027-9032.tif,.tif,754,1000
test/specification/504525605.tif,5,specification,504525605.tif,.tif,777,1000
test/letter/500725782.tif,3,letter,500725782.tif,.tif,786,1000
test/memo/04327615.tif,4,memo,04327615.tif,.tif,779,1000
test/letter/50611723-1723.tif,3,letter,50611723-1723.tif,.tif,754,1000
test/invoice/0001219522.tif,2,invoice,0001219522.tif,.tif,762,1000
test/memo/2021544644.tif,4,memo,2021544644.tif,.tif,777,1000
test/specification/2073036822_6830.tif,5,specification,2073036822_6830.tif,.tif,754,1000
test/specification/2031295857.tif,5,specification,2031295857.tif,.tif,778,1000
test/specification/2057485839_2057485842.tif,5,specification,2057485839_2057485842.tif,.tif,785,1000
test/specification/2069730337.tif,5,specification,2069730337.tif,.tif,754,1000
test/form/2041225095.tif,1,form,2041225095.tif,.tif,824,1000
test/invoice/92856446_6447.tif,2,invoice,92856446_6447.tif,.tif,802,1000
test/budget/tnwl0025659.tif,0,budget,tnwl0025659.tif,.tif,754,1000
test/specification/2057673493.tif,5,specification,2057673493.tif,.tif,785,1000
test/budget/tob08110.66.tif,0,budget,tob08110.66.tif,.tif,781,1000
test/letter/2063250584.tif,3,letter,2063250584.tif,.tif,802,1000
test/invoice/0060048446.tif,2,invoice,0060048446.tif,.tif,762,1000
test/letter/03747408_03747409.tif,3,letter,03747408_03747409.tif,.tif,762,1000
test/budget/00044040_00044042.tif,0,budget,00044040_00044042.tif,.tif,775,1000
test/specification/2069714327.tif,5,specification,2069714327.tif,.tif,754,1000
test/letter/501858814+-8815.tif,3,letter,501858814+-8815.tif,.tif,754,1000
test/letter/2024004763_4764.tif,3,letter,2024004763_4764.tif,.tif,754,1000
test/invoice/2085531592.tif,2,invoice,2085531592.tif,.tif,754,1000
test/letter/80507002.tif,3,letter,80507002.tif,.tif,754,1000
test/memo/0060026693.tif,4,memo,0060026693.tif,.tif,762,1000
test/memo/1001803543.tif,4,memo,1001803543.tif,.tif,777,1000
test/form/518106939+-6939.tif,1,form,518106939+-6939.tif,.tif,754,1000
test/letter/505169591.tif,3,letter,505169591.tif,.tif,774,1000
test/invoice/CTRCONTRACTS009897-9.tif,2,invoice,CTRCONTRACTS009897-9.tif,.tif,754,1000
test/specification/2057451147_2057451149.tif,5,specification,2057451147_2057451149.tif,.tif,784,1000
test/letter/2022952625.tif,3,letter,2022952625.tif,.tif,777,1000
test/specification/2054094811_2054094813.tif,5,specification,2054094811_2054094813.tif,.tif,850,1000
test/invoice/518252577+-2582f.tif,2,invoice,518252577+-2582f.tif,.tif,754,1000
test/specification/2031320277.tif,5,specification,2031320277.tif,.tif,777,1000
test/letter/87050431.tif,3,letter,87050431.tif,.tif,775,1000
test/form/518493192+-3200.tif,1,form,518493192+-3200.tif,.tif,754,1000
test/form/2029178977_8978.tif,1,form,2029178977_8978.tif,.tif,754,1000
test/form/2028996219.tif,1,form,2028996219.tif,.tif,713,1000
test/memo/2054934049.tif,4,memo,2054934049.tif,.tif,778,1000
test/invoice/2084061020.tif,2,invoice,2084061020.tif,.tif,754,1000
test/form/2047832888.tif,1,form,2047832888.tif,.tif,794,1000
test/invoice/2028690237_2028690238.tif,2,invoice,2028690237_2028690238.tif,.tif,777,1000
test/letter/10389753.tif,3,letter,10389753.tif,.tif,772,1000
test/letter/2504092133.tif,3,letter,2504092133.tif,.tif,703,1000
test/budget/0000202042.tif,0,budget,0000202042.tif,.tif,762,1000
test/invoice/500576460+-6460.tif,2,invoice,500576460+-6460.tif,.tif,754,1000
test/form/2026481107.tif,1,form,2026481107.tif,.tif,777,1000
test/letter/0012199550.tif,3,letter,0012199550.tif,.tif,762,1000
test/letter/50321282-1282.tif,3,letter,50321282-1282.tif,.tif,754,1000
test/budget/89705769-a_89705769.tif,0,budget,89705769-a_89705769.tif,.tif,774,1000
test/memo/tob07418.63.tif,4,memo,tob07418.63.tif,.tif,782,1000
test/invoice/2028711601.tif,2,invoice,2028711601.tif,.tif,777,1000
test/invoice/518923317+-3328.tif,2,invoice,518923317+-3328.tif,.tif,754,1000
test/letter/2063305575.tif,3,letter,2063305575.tif,.tif,754,1000
test/memo/96975443.tif,4,memo,96975443.tif,.tif,754,1000
test/invoice/80702980.tif,2,invoice,80702980.tif,.tif,754,1000
test/letter/0011854599.tif,3,letter,0011854599.tif,.tif,762,1000
test/invoice/91652351.tif,2,invoice,91652351.tif,.tif,754,1000
test/form/95878875_8877.tif,1,form,95878875_8877.tif,.tif,754,1000
test/specification/2069718723.tif,5,specification,2069718723.tif,.tif,754,1000
test/specification/2057429893_2057429894.tif,5,specification,2057429893_2057429894.tif,.tif,795,1000
test/invoice/2074104195.tif,2,invoice,2074104195.tif,.tif,754,1000
test/specification/2069711919.tif,5,specification,2069711919.tif,.tif,754,1000
test/budget/0000538523.tif,0,budget,0000538523.tif,.tif,771,1000
test/invoice/87062828.tif,2,invoice,87062828.tif,.tif,754,1000
test/budget/2041952956.tif,0,budget,2041952956.tif,.tif,817,1000
test/memo/13545029.tif,4,memo,13545029.tif,.tif,762,1000
test/specification/2057410894_2057410895.tif,5,specification,2057410894_2057410895.tif,.tif,846,1000
test/specification/0012207286.tif,5,specification,0012207286.tif,.tif,772,1000
test/letter/2028871608.tif,3,letter,2028871608.tif,.tif,777,1000
test/memo/1000039846.tif,4,memo,1000039846.tif,.tif,777,1000
test/specification/2051524194.tif,5,specification,2051524194.tif,.tif,776,1000
test/specification/504562351+-2351.tif,5,specification,504562351+-2351.tif,.tif,754,1000
test/specification/0000961726.tif,5,specification,0000961726.tif,.tif,762,1000
test/letter/93783873.tif,3,letter,93783873.tif,.tif,767,1000
test/letter/96386004.tif,3,letter,96386004.tif,.tif,754,1000
test/form/2049409334.tif,1,form,2049409334.tif,.tif,778,1000
test/letter/504424626_504424627.tif,3,letter,504424626_504424627.tif,.tif,782,1000
test/letter/0000331445.tif,3,letter,0000331445.tif,.tif,762,1000
test/form/89238362.tif,1,form,89238362.tif,.tif,772,1000
test/invoice/0011991025.tif,2,invoice,0011991025.tif,.tif,762,1000
test/specification/504502648.tif,5,specification,504502648.tif,.tif,776,1000
test/form/2029111339.tif,1,form,2029111339.tif,.tif,777,1000
test/letter/506217872.tif,3,letter,506217872.tif,.tif,781,1000
test/invoice/2028693178.tif,2,invoice,2028693178.tif,.tif,777,1000
test/invoice/1000129022.tif,2,invoice,1000129022.tif,.tif,777,1000
test/letter/503825461.tif,3,letter,503825461.tif,.tif,771,1000
test/budget/10004834_10004836.tif,0,budget,10004834_10004836.tif,.tif,786,1000
test/invoice/0071002838.tif,2,invoice,0071002838.tif,.tif,762,1000
test/invoice/ti16790037.tif,2,invoice,ti16790037.tif,.tif,754,1000
test/form/2046989055.tif,1,form,2046989055.tif,.tif,785,1000
test/specification/2058030841.tif,5,specification,2058030841.tif,.tif,796,1000
test/letter/0000004115.tif,3,letter,0000004115.tif,.tif,762,1000
test/budget/tnwl0025806.tif,0,budget,tnwl0025806.tif,.tif,754,1000
test/budget/timo0006316_6325.tif,0,budget,timo0006316_6325.tif,.tif,754,1000
test/form/2022938988.tif,1,form,2022938988.tif,.tif,754,1000
test/form/82345088_5089.tif,1,form,82345088_5089.tif,.tif,754,1000
test/letter/2500072895.tif,3,letter,2500072895.tif,.tif,782,1000
test/invoice/ti17120567.tif,2,invoice,ti17120567.tif,.tif,754,1000
test/letter/94001372.tif,3,letter,94001372.tif,.tif,777,1000
test/letter/50271119-1120.tif,3,letter,50271119-1120.tif,.tif,754,1000
test/specification/504491437.tif,5,specification,504491437.tif,.tif,787,1000
test/letter/98112111_2112.tif,3,letter,98112111_2112.tif,.tif,754,1000
test/specification/0000974610.tif,5,specification,0000974610.tif,.tif,762,1000
test/form/2023840171.tif,1,form,2023840171.tif,.tif,754,1000
test/budget/2049418682.tif,0,budget,2049418682.tif,.tif,844,1000
test/budget/91935737.tif,0,budget,91935737.tif,.tif,754,1000
test/memo/0001138178.tif,4,memo,0001138178.tif,.tif,762,1000
test/letter/507678963+-8963.tif,3,letter,507678963+-8963.tif,.tif,754,1000
test/memo/89446329_6334.tif,4,memo,89446329_6334.tif,.tif,754,1000
test/invoice/0001140975.tif,2,invoice,0001140975.tif,.tif,762,1000
test/specification/505794701.tif,5,specification,505794701.tif,.tif,789,1000
test/budget/2041580989.tif,0,budget,2041580989.tif,.tif,844,1000
test/form/2028821147.tif,1,form,2028821147.tif,.tif,777,1000
test/memo/2075483916.tif,4,memo,2075483916.tif,.tif,802,1000
test/letter/50060289_50060290.tif,3,letter,50060289_50060290.tif,.tif,792,1000
test/form/1001825582_1001825583.tif,1,form,1001825582_1001825583.tif,.tif,777,1000
test/budget/24011738.tif,0,budget,24011738.tif,.tif,777,1000
test/letter/timo0005144.tif,3,letter,timo0005144.tif,.tif,754,1000
test/invoice/2063235268.tif,2,invoice,2063235268.tif,.tif,754,1000
test/budget/ti16351896.tif,0,budget,ti16351896.tif,.tif,754,1000
test/letter/60022194.tif,3,letter,60022194.tif,.tif,807,1000
test/specification/2051521884.tif,5,specification,2051521884.tif,.tif,778,1000
test/memo/2051063546.tif,4,memo,2051063546.tif,.tif,754,1000
test/memo/0000959208.tif,4,memo,0000959208.tif,.tif,773,1000
test/specification/2057481769_2057481770.tif,5,specification,2057481769_2057481770.tif,.tif,787,1000
test/letter/522710537+-0537.tif,3,letter,522710537+-0537.tif,.tif,754,1000
test/invoice/0060206217.tif,2,invoice,0060206217.tif,.tif,762,1000
test/memo/0012905181.tif,4,memo,0012905181.tif,.tif,762,1000
test/invoice/0060033518.tif,2,invoice,0060033518.tif,.tif,762,1000
test/form/92094746.tif,1,form,92094746.tif,.tif,754,1000
test/form/2026403653.tif,1,form,2026403653.tif,.tif,777,1000
test/memo/2040417719.tif,4,memo,2040417719.tif,.tif,810,1000
test/memo/2024733484.tif,4,memo,2024733484.tif,.tif,785,1000
test/budget/2072051802.tif,0,budget,2072051802.tif,.tif,754,1000
test/letter/2028871609.tif,3,letter,2028871609.tif,.tif,777,1000
test/form/2025895776_2025895777.tif,1,form,2025895776_2025895777.tif,.tif,773,1000
test/invoice/91554352.tif,2,invoice,91554352.tif,.tif,796,1000
test/invoice/2080483569.tif,2,invoice,2080483569.tif,.tif,754,1000
test/memo/91393701_91393703.tif,4,memo,91393701_91393703.tif,.tif,798,1000
test/memo/2073215899_5900.tif,4,memo,2073215899_5900.tif,.tif,754,1000
test/invoice/91516236_6238.tif,2,invoice,91516236_6238.tif,.tif,754,1000
test/form/94527634.tif,1,form,94527634.tif,.tif,779,1000
test/specification/2057442925_2057442926.tif,5,specification,2057442925_2057442926.tif,.tif,869,1000
test/form/506487562.tif,1,form,506487562.tif,.tif,776,1000
test/invoice/86462754.tif,2,invoice,86462754.tif,.tif,754,1000
test/memo/94527435.tif,4,memo,94527435.tif,.tif,781,1000
test/letter/2062491116.tif,3,letter,2062491116.tif,.tif,789,1000
test/memo/88764915.tif,4,memo,88764915.tif,.tif,776,1000
test/specification/2069731862.tif,5,specification,2069731862.tif,.tif,754,1000
test/letter/507961107+-1107.tif,3,letter,507961107+-1107.tif,.tif,754,1000
test/form/2505102464.tif,1,form,2505102464.tif,.tif,754,1000
test/invoice/518607337+-7337.tif,2,invoice,518607337+-7337.tif,.tif,754,1000
test/specification/2057475589_2057475590.tif,5,specification,2057475589_2057475590.tif,.tif,787,1000
test/budget/96652209_2210.tif,0,budget,96652209_2210.tif,.tif,754,1000
test/form/2505639459_9460.tif,1,form,2505639459_9460.tif,.tif,754,1000
test/letter/2501621832.tif,3,letter,2501621832.tif,.tif,777,1000
test/letter/2048309950.tif,3,letter,2048309950.tif,.tif,785,1000
test/letter/2047226198_6199.tif,3,letter,2047226198_6199.tif,.tif,754,1000
test/invoice/82898077.tif,2,invoice,82898077.tif,.tif,778,1000
test/letter/0000136630.tif,3,letter,0000136630.tif,.tif,762,1000
test/specification/2031297438.tif,5,specification,2031297438.tif,.tif,754,1000
test/letter/2044024595.tif,3,letter,2044024595.tif,.tif,754,1000
test/invoice/86462778.tif,2,invoice,86462778.tif,.tif,754,1000
test/memo/99201943.tif,4,memo,99201943.tif,.tif,802,1000
test/form/505960711_505960714.tif,1,form,505960711_505960714.tif,.tif,788,1000
test/memo/2054630157.tif,4,memo,2054630157.tif,.tif,775,1000
test/budget/2040962845.tif,0,budget,2040962845.tif,.tif,805,1000
test/memo/86108482_8493.tif,4,memo,86108482_8493.tif,.tif,802,1000
test/letter/509427574+-7577.tif,3,letter,509427574+-7577.tif,.tif,754,1000
test/budget/ti16351717.tif,0,budget,ti16351717.tif,.tif,754,1000
test/letter/0001458449.tif,3,letter,0001458449.tif,.tif,762,1000
test/memo/2072908798.tif,4,memo,2072908798.tif,.tif,754,1000
test/specification/2024629504_2024629507.tif,5,specification,2024629504_2024629507.tif,.tif,777,1000
test/letter/10235849.tif,3,letter,10235849.tif,.tif,772,1000
test/invoice/97072227.tif,2,invoice,97072227.tif,.tif,754,1000
test/letter/513382578+-2582.tif,3,letter,513382578+-2582.tif,.tif,754,1000
test/letter/506681748+-1748.tif,3,letter,506681748+-1748.tif,.tif,754,1000
test/specification/504554885.tif,5,specification,504554885.tif,.tif,786,1000
test/budget/2040764559.tif,0,budget,2040764559.tif,.tif,772,1000
test/form/2030138794.tif,1,form,2030138794.tif,.tif,784,1000
test/invoice/ti16310945.tif,2,invoice,ti16310945.tif,.tif,754,1000
test/invoice/89000217.tif,2,invoice,89000217.tif,.tif,754,1000
test/memo/0000936904.tif,4,memo,0000936904.tif,.tif,772,1000
test/form/2063013201.tif,1,form,2063013201.tif,.tif,787,1000
test/budget/2041724883.tif,0,budget,2041724883.tif,.tif,828,1000
test/invoice/2029194963.tif,2,invoice,2029194963.tif,.tif,777,1000
test/letter/518741218+-1220.tif,3,letter,518741218+-1220.tif,.tif,754,1000
test/invoice/95824272.tif,2,invoice,95824272.tif,.tif,754,1000
test/specification/87400905.tif,5,specification,87400905.tif,.tif,776,1000
test/letter/2026521784.tif,3,letter,2026521784.tif,.tif,777,1000
test/budget/91597582.tif,0,budget,91597582.tif,.tif,788,1000
test/invoice/89000042.tif,2,invoice,89000042.tif,.tif,754,1000
test/memo/0000323951.tif,4,memo,0000323951.tif,.tif,762,1000
test/invoice/87104294.tif,2,invoice,87104294.tif,.tif,770,1000
test/budget/0000254573.tif,0,budget,0000254573.tif,.tif,762,1000
test/invoice/00921589.tif,2,invoice,00921589.tif,.tif,773,1000
test/specification/2031297843.tif,5,specification,2031297843.tif,.tif,772,1000
test/memo/tcal0314857.tif,4,memo,tcal0314857.tif,.tif,754,1000
test/memo/0060366920.tif,4,memo,0060366920.tif,.tif,762,1000
test/form/2084116092.tif,1,form,2084116092.tif,.tif,754,1000
test/form/2063856591_6592.tif,1,form,2063856591_6592.tif,.tif,754,1000
test/form/2067216881.tif,1,form,2067216881.tif,.tif,754,1000
test/form/2505146601.tif,1,form,2505146601.tif,.tif,754,1000
test/memo/0060191068.tif,4,memo,0060191068.tif,.tif,762,1000
test/letter/2025792388.tif,3,letter,2025792388.tif,.tif,754,1000
test/letter/ton00720.53.tif,3,letter,ton00720.53.tif,.tif,756,1000
test/specification/0012229304.tif,5,specification,0012229304.tif,.tif,762,1000
test/memo/tnwl0026480.tif,4,memo,tnwl0026480.tif,.tif,754,1000
test/invoice/2024477049.tif,2,invoice,2024477049.tif,.tif,777,1000
test/memo/0000962547.tif,4,memo,0000962547.tif,.tif,762,1000
test/invoice/93495659.tif,2,invoice,93495659.tif,.tif,771,1000
test/memo/2050024164.tif,4,memo,2050024164.tif,.tif,796,1000
test/invoice/0060077690.tif,2,invoice,0060077690.tif,.tif,762,1000
test/letter/50347385-7386.tif,3,letter,50347385-7386.tif,.tif,754,1000
test/specification/2057680333.tif,5,specification,2057680333.tif,.tif,795,1000
test/budget/2040956275.tif,0,budget,2040956275.tif,.tif,781,1000
test/budget/82579026.tif,0,budget,82579026.tif,.tif,754,1000
test/specification/507264701.tif,5,specification,507264701.tif,.tif,771,1000
test/form/2075499100.tif,1,form,2075499100.tif,.tif,754,1000
test/budget/18004866.tif,0,budget,18004866.tif,.tif,777,1000
test/form/2084108087.tif,1,form,2084108087.tif,.tif,754,1000
test/form/0060051039.tif,1,form,0060051039.tif,.tif,762,1000
test/invoice/CTRSP-FILES025017-50.tif,2,invoice,CTRSP-FILES025017-50.tif,.tif,754,1000
test/specification/2057470040.tif,5,specification,2057470040.tif,.tif,787,1000
test/memo/94370098.tif,4,memo,94370098.tif,.tif,810,1000
test/letter/03564947.tif,3,letter,03564947.tif,.tif,765,1000
test/specification/2057458021.tif,5,specification,2057458021.tif,.tif,843,1000
test/letter/tob07506.69.tif,3,letter,tob07506.69.tif,.tif,772,1000
test/letter/2028591957.tif,3,letter,2028591957.tif,.tif,777,1000
test/budget/89705752_5752b.tif,0,budget,89705752_5752b.tif,.tif,754,1000
test/letter/1003181529.tif,3,letter,1003181529.tif,.tif,777,1000
test/memo/2055281038.tif,4,memo,2055281038.tif,.tif,796,1000
test/specification/0001161187.tif,5,specification,0001161187.tif,.tif,762,1000
test/specification/2055451449_2055451452.tif,5,specification,2055451449_2055451452.tif,.tif,784,1000
test/invoice/2063846612.tif,2,invoice,2063846612.tif,.tif,754,1000
test/memo/1000831232.tif,4,memo,1000831232.tif,.tif,777,1000
test/letter/505312479_505312480.tif,3,letter,505312479_505312480.tif,.tif,763,1000
test/specification/504550506.tif,5,specification,504550506.tif,.tif,771,1000
test/invoice/11220356.tif,2,invoice,11220356.tif,.tif,752,1000
test/memo/0060198183.tif,4,memo,0060198183.tif,.tif,762,1000
test/invoice/0001136802.tif,2,invoice,0001136802.tif,.tif,762,1000
test/budget/2041814401.tif,0,budget,2041814401.tif,.tif,777,1000
test/budget/2050923610.tif,0,budget,2050923610.tif,.tif,754,1000
test/budget/tnwl0017726.tif,0,budget,tnwl0017726.tif,.tif,754,1000
test/invoice/2023526942.tif,2,invoice,2023526942.tif,.tif,777,1000
test/budget/2073271701_1702.tif,0,budget,2073271701_1702.tif,.tif,754,1000
test/form/0060312498.tif,1,form,0060312498.tif,.tif,762,1000
test/letter/2505100149.tif,3,letter,2505100149.tif,.tif,754,1000
test/memo/2048567458.tif,4,memo,2048567458.tif,.tif,771,1000
test/letter/1001801173.tif,3,letter,1001801173.tif,.tif,777,1000
test/budget/2061547544.tif,0,budget,2061547544.tif,.tif,845,1000
test/invoice/2074104267.tif,2,invoice,2074104267.tif,.tif,754,1000
test/invoice/2072484260.tif,2,invoice,2072484260.tif,.tif,754,1000
test/form/508881563+-1563.tif,1,form,508881563+-1563.tif,.tif,754,1000
test/budget/ti31669033_9034.tif,0,budget,ti31669033_9034.tif,.tif,754,1000
test/letter/506261487_506261488.tif,3,letter,506261487_506261488.tif,.tif,771,1000
test/invoice/2084022759.tif,2,invoice,2084022759.tif,.tif,754,1000
test/letter/10017776.tif,3,letter,10017776.tif,.tif,772,1000
test/letter/87789507_87789508.tif,3,letter,87789507_87789508.tif,.tif,768,1000
test/budget/tcal0093813.tif,0,budget,tcal0093813.tif,.tif,754,1000
test/specification/2030147491_2030147492.tif,5,specification,2030147491_2030147492.tif,.tif,764,1000
test/form/2073712955.tif,1,form,2073712955.tif,.tif,754,1000
test/specification/508049631_508049643.tif,5,specification,508049631_508049643.tif,.tif,783,1000
test/memo/1000329020.tif,4,memo,1000329020.tif,.tif,777,1000
test/specification/504543201+-3201.tif,5,specification,504543201+-3201.tif,.tif,754,1000
test/invoice/2063171119.tif,2,invoice,2063171119.tif,.tif,802,1000
test/letter/11310050_11310053.tif,3,letter,11310050_11310053.tif,.tif,771,1000
test/budget/2058146815.tif,0,budget,2058146815.tif,.tif,797,1000
test/budget/24011887.tif,0,budget,24011887.tif,.tif,777,1000
test/letter/501093253.tif,3,letter,501093253.tif,.tif,778,1000
test/invoice/2028699635.tif,2,invoice,2028699635.tif,.tif,777,1000
test/form/2029197975.tif,1,form,2029197975.tif,.tif,777,1000
test/letter/0011905220.tif,3,letter,0011905220.tif,.tif,762,1000
test/specification/2069714635.tif,5,specification,2069714635.tif,.tif,754,1000
test/specification/2069727526.tif,5,specification,2069727526.tif,.tif,754,1000
test/memo/2065038233_8234.tif,4,memo,2065038233_8234.tif,.tif,754,1000
test/budget/1002393894.tif,0,budget,1002393894.tif,.tif,777,1000
test/invoice/1000130819_1000130822.tif,2,invoice,1000130819_1000130822.tif,.tif,777,1000
test/budget/tnwl0021116.tif,0,budget,tnwl0021116.tif,.tif,754,1000
test/budget/0000443095.tif,0,budget,0000443095.tif,.tif,762,1000
test/memo/0060160865.tif,4,memo,0060160865.tif,.tif,762,1000
test/memo/1000752767.tif,4,memo,1000752767.tif,.tif,777,1000
test/memo/1000006595.tif,4,memo,1000006595.tif,.tif,777,1000
test/invoice/505003521.tif,2,invoice,505003521.tif,.tif,784,1000
test/specification/2031316311.tif,5,specification,2031316311.tif,.tif,770,1000
test/specification/2057445015_2057445017.tif,5,specification,2057445015_2057445017.tif,.tif,871,1000
test/specification/2053453902.tif,5,specification,2053453902.tif,.tif,786,1000
test/memo/2062274918.tif,4,memo,2062274918.tif,.tif,781,1000
test/letter/60004905.tif,3,letter,60004905.tif,.tif,813,1000
test/letter/11286406.tif,3,letter,11286406.tif,.tif,771,1000
test/letter/516788134+-8136.tif,3,letter,516788134+-8136.tif,.tif,754,1000
test/letter/50285684-5684.tif,3,letter,50285684-5684.tif,.tif,754,1000
test/invoice/86036163.tif,2,invoice,86036163.tif,.tif,768,1000
test/specification/0012207351.tif,5,specification,0012207351.tif,.tif,772,1000
test/memo/50248020-8020.tif,4,memo,50248020-8020.tif,.tif,754,1000
test/specification/2028843480.tif,5,specification,2028843480.tif,.tif,777,1000
test/budget/tnwl0028151.tif,0,budget,tnwl0028151.tif,.tif,754,1000
test/specification/504164886+-4886.tif,5,specification,504164886+-4886.tif,.tif,754,1000
test/budget/tcal0288827_8832.tif,0,budget,tcal0288827_8832.tif,.tif,754,1000
test/invoice/2023588213.tif,2,invoice,2023588213.tif,.tif,777,1000
test/specification/2031300646.tif,5,specification,2031300646.tif,.tif,777,1000
test/specification/2057484887.tif,5,specification,2057484887.tif,.tif,788,1000
test/budget/ti16561681.tif,0,budget,ti16561681.tif,.tif,754,1000
test/letter/506564866.tif,3,letter,506564866.tif,.tif,781,1000
test/memo/03021442.tif,4,memo,03021442.tif,.tif,770,1000
test/letter/2072571700_1701.tif,3,letter,2072571700_1701.tif,.tif,754,1000
test/invoice/522896255+-6258.tif,2,invoice,522896255+-6258.tif,.tif,754,1000
test/specification/2057426441_2057426445.tif,5,specification,2057426441_2057426445.tif,.tif,775,1000
test/budget/11003825.tif,0,budget,11003825.tif,.tif,787,1000
test/budget/04239201.tif,0,budget,04239201.tif,.tif,768,1000
test/specification/2069723026.tif,5,specification,2069723026.tif,.tif,754,1000
test/memo/01587759.tif,4,memo,01587759.tif,.tif,754,1000
test/letter/0060048269.tif,3,letter,0060048269.tif,.tif,762,1000
